PROVINCIE,GEMEENTENUMMER,GEMEENTENAAM,SOORT INSTELLING,TYPE HOGER ONDERWIJS,BRIN NUMMER ACTUEEL,INSTELLINGSNAAM ACTUEEL,CROHO ONDERDEEL,CROHO SUBONDERDEEL,OPLEIDINGSCODE ACTUEEL,OPLEIDINGSNAAM ACTUEEL,OPLEIDINGSVORM,OPLEIDINGSFASE ACTUEEL,2014 Man,2014 Vrouw,2015 Man,2015 Vrouw,2016 Man,2016 Vrouw,2017 Man,2017 Vrouw,2018 Man,2018 Vrouw
Noord-Holland,363,AMSTERDAM,reguliere inst.,master,21PK,Universiteit van Amsterdam,taal en cultuur,n.v.t. (taal en cultuur),60139,M Geschiedenis (research),voltijd onderwijs,master,28,30,26,26,29,27,26,22,25,26
Noord-Holland,363,AMSTERDAM,reguliere inst.,master,21PK,Universiteit van Amsterdam,taal en cultuur,n.v.t. (taal en cultuur),60284,M Europese Studies,voltijd onderwijs,master,56,81,63,71,47,69,42,68,47,66
Noord-Holland,363,AMSTERDAM,reguliere inst.,master,21PK,Universiteit van Amsterdam,taal en cultuur,n.v.t. (taal en cultuur),60805,M Archeologie,voltijd onderwijs,master,9,13,12,17,12,15,11,11,7,9
Noord-Holland,363,AMSTERDAM,reguliere inst.,master,21PK,Universiteit van Amsterdam,taal en cultuur,n.v.t. (taal en cultuur),60808,M Erfgoedstudies,deeltijd onderwijs,master,3,2,4,3,2,6,4,4,2,4
Noord-Holland,363,AMSTERDAM,reguliere inst.,master,21PK,Universiteit van Amsterdam,taal en cultuur,n.v.t. (taal en cultuur),60808,M Erfgoedstudies,voltijd onderwijs,master,1,10,2,9,3,6,1,5,3,3
Noord-Holland,363,AMSTERDAM,reguliere inst.,master,21PK,Universiteit van Amsterdam,taal en cultuur,n.v.t. (taal en cultuur),60813,M Letterkunde,deeltijd onderwijs,master,1,10,2,7,1,4,1,5,4,10
Noord-Holland,363,AMSTERDAM,reguliere inst.,master,21PK,Universiteit van Amsterdam,taal en cultuur,n.v.t. (taal en cultuur),60813,M Letterkunde,voltijd onderwijs,master,27,63,21,65,23,67,24,64,20,57
Noord-Holland,363,AMSTERDAM,reguliere inst.,master,21PK,Universiteit van Amsterdam,taal en cultuur,n.v.t. (taal en cultuur),60814,M Letterkunde (research),voltijd onderwijs,master,9,26,8,21,7,16,13,20,15,26
Noord-Holland,363,AMSTERDAM,reguliere inst.,master,21PK,Universiteit van Amsterdam,taal en cultuur,n.v.t. (taal en cultuur),60815,M Taalwetenschappen,deeltijd onderwijs,master,4,7,4,8,0,10,0,11,1,5
Noord-Holland,363,AMSTERDAM,reguliere inst.,master,21PK,Universiteit van Amsterdam,taal en cultuur,n.v.t. (taal en cultuur),60815,M Taalwetenschappen,voltijd onderwijs,master,15,46,10,50,17,56,21,53,16,53
Noord-Holland,363,AMSTERDAM,reguliere inst.,master,21PK,Universiteit van Amsterdam,taal en cultuur,n.v.t. (taal en cultuur),60816,M Taalwetenschappen,duaal onderwijs,master,3,31,3,32,1,30,5,34,9,32
Noord-Holland,363,AMSTERDAM,reguliere inst.,master,21PK,Universiteit van Amsterdam,taal en cultuur,n.v.t. (taal en cultuur),60817,M Taalwetenschappen (research),voltijd onderwijs,master,3,17,6,11,5,21,6,26,6,16
Noord-Holland,363,AMSTERDAM,reguliere inst.,master,21PK,Universiteit van Amsterdam,taal en cultuur,n.v.t. (taal en cultuur),60821,M Oudheidstudies,deeltijd onderwijs,master,1,1,2,0,2,0,3,1,2,2
Noord-Holland,363,AMSTERDAM,reguliere inst.,master,21PK,Universiteit van Amsterdam,taal en cultuur,n.v.t. (taal en cultuur),60821,M Oudheidstudies,voltijd onderwijs,master,9,10,7,7,7,7,10,5,12,3
Noord-Holland,363,AMSTERDAM,reguliere inst.,master,21PK,Universiteit van Amsterdam,taal en cultuur,n.v.t. (taal en cultuur),60822,M Filosofie,deeltijd onderwijs,master,9,6,10,9,10,8,12,5,14,7
Noord-Holland,363,AMSTERDAM,reguliere inst.,master,21PK,Universiteit van Amsterdam,taal en cultuur,n.v.t. (taal en cultuur),60822,M Filosofie,voltijd onderwijs,master,49,39,55,33,71,34,61,24,54,46
Noord-Holland,363,AMSTERDAM,reguliere inst.,master,21PK,Universiteit van Amsterdam,taal en cultuur,n.v.t. (taal en cultuur),60823,M Filosofie,deeltijd onderwijs,master,0,0,0,0,1,1,1,1,1,2
Noord-Holland,363,AMSTERDAM,reguliere inst.,master,21PK,Universiteit van Amsterdam,taal en cultuur,n.v.t. (taal en cultuur),60823,M Filosofie,voltijd onderwijs,master,21,7,17,18,20,13,18,14,16,15
Noord-Holland,363,AMSTERDAM,reguliere inst.,master,21PK,Universiteit van Amsterdam,taal en cultuur,n.v.t. (taal en cultuur),60824,M Theologie & Religiewetenschappen,deeltijd onderwijs,master,1,4,1,4,0,4,1,2,0,3
Noord-Holland,363,AMSTERDAM,reguliere inst.,master,21PK,Universiteit van Amsterdam,taal en cultuur,n.v.t. (taal en cultuur),60824,M Theologie & Religiewetenschappen,voltijd onderwijs,master,14,23,11,17,14,20,14,15,13,20
Noord-Holland,363,AMSTERDAM,reguliere inst.,master,21PK,Universiteit van Amsterdam,taal en cultuur,n.v.t. (taal en cultuur),60827,M Theologie & Religiewetenschappen (research),voltijd onderwijs,master,8,7,9,13,6,12,5,7,8,6
Noord-Holland,363,AMSTERDAM,reguliere inst.,master,21PK,Universiteit van Amsterdam,taal en cultuur,n.v.t. (taal en cultuur),60828,M Kunst- & cultuurwetenschappen,duaal onderwijs,master,4,12,7,10,10,17,11,17,12,18
Noord-Holland,363,AMSTERDAM,reguliere inst.,master,21PK,Universiteit van Amsterdam,taal en cultuur,n.v.t. (taal en cultuur),60829,M Kunst- & cultuurwetenschappen (research),voltijd onderwijs,master,34,58,27,57,21,82,27,87,25,86
Noord-Holland,363,AMSTERDAM,reguliere inst.,master,21PK,Universiteit van Amsterdam,taal en cultuur,n.v.t. (taal en cultuur),60830,M Mediastudies,voltijd onderwijs,master,74,100,79,126,51,103,59,115,59,130
Noord-Holland,363,AMSTERDAM,reguliere inst.,master,21PK,Universiteit van Amsterdam,taal en cultuur,n.v.t. (taal en cultuur),60831,M Mediastudies,duaal onderwijs,master,20,50,27,43,25,41,24,46,24,50
Noord-Holland,363,AMSTERDAM,reguliere inst.,master,21PK,Universiteit van Amsterdam,taal en cultuur,n.v.t. (taal en cultuur),60832,M Mediastudies (research),voltijd onderwijs,master,12,19,14,22,17,14,21,20,24,33
Noord-Holland,363,AMSTERDAM,reguliere inst.,master,21PK,Universiteit van Amsterdam,taal en cultuur,n.v.t. (taal en cultuur),60833,M Communicatie- & Informatiewetenschappen,duaal onderwijs,master,2,19,3,19,4,21,3,21,6,24
Noord-Holland,363,AMSTERDAM,reguliere inst.,master,21PK,Universiteit van Amsterdam,taal en cultuur,n.v.t. (taal en cultuur),60834,M Communicatie- & Informatiewetenschappen (research),voltijd onderwijs,master,4,2,5,4,6,8,7,9,5,8
Noord-Holland,363,AMSTERDAM,reguliere inst.,master,21PK,Universiteit van Amsterdam,taal en cultuur,n.v.t. (taal en cultuur),60835,M Erfgoedstudies,deeltijd onderwijs,master,1,3,3,4,2,4,4,3,9,8
Noord-Holland,363,AMSTERDAM,reguliere inst.,master,21PK,Universiteit van Amsterdam,taal en cultuur,n.v.t. (taal en cultuur),60835,M Erfgoedstudies,duaal onderwijs,master,26,67,28,68,24,85,30,104,26,100
Noord-Holland,363,AMSTERDAM,reguliere inst.,master,21PK,Universiteit van Amsterdam,taal en cultuur,n.v.t. (taal en cultuur),60836,M Erfgoedstudies,duaal onderwijs,master,0,14,0,12,2,13,3,11,3,16
Noord-Holland,363,AMSTERDAM,reguliere inst.,master,21PK,Universiteit van Amsterdam,taal en cultuur,n.v.t. (taal en cultuur),60842,M Midden-Oosten Studies,voltijd onderwijs,master,5,18,10,19,13,20,13,26,17,29
Noord-Holland,363,AMSTERDAM,reguliere inst.,master,21PK,Universiteit van Amsterdam,taal en cultuur,n.v.t. (taal en cultuur),60849,M Neerlandistiek,deeltijd onderwijs,master,1,0,2,0,2,1,2,2,2,2
Noord-Holland,363,AMSTERDAM,reguliere inst.,master,21PK,Universiteit van Amsterdam,taal en cultuur,n.v.t. (taal en cultuur),60849,M Neerlandistiek,voltijd onderwijs,master,6,27,6,24,4,16,5,15,2,13
Noord-Holland,363,AMSTERDAM,reguliere inst.,master,21PK,Universiteit van Amsterdam,taal en cultuur,n.v.t. (taal en cultuur),60850,M Neerlandistiek,duaal onderwijs,master,10,42,10,37,10,43,7,40,5,43
Noord-Holland,363,AMSTERDAM,reguliere inst.,master,21PK,Universiteit van Amsterdam,taal en cultuur,n.v.t. (taal en cultuur),60851,M Neerlandistiek (research),voltijd onderwijs,master,4,12,3,8,1,5,2,6,1,1
Noord-Holland,363,AMSTERDAM,reguliere inst.,master,21PK,Universiteit van Amsterdam,taal en cultuur,n.v.t. (taal en cultuur),66034,M Geschiedenis,deeltijd onderwijs,master,27,11,22,6,28,11,25,14,20,11
Noord-Holland,363,AMSTERDAM,reguliere inst.,master,21PK,Universiteit van Amsterdam,taal en cultuur,n.v.t. (taal en cultuur),66034,M Geschiedenis,voltijd onderwijs,master,153,158,148,163,151,166,152,151,149,124
Noord-Holland,363,AMSTERDAM,reguliere inst.,master,21PL,Vrije Universiteit Amsterdam,economie,n.v.t. (economie),60046,M Finance,voltijd onderwijs,master,89,31,99,37,118,46,135,49,156,43
Noord-Holland,363,AMSTERDAM,reguliere inst.,master,21PL,Vrije Universiteit Amsterdam,economie,n.v.t. (economie),60047,M Accounting and Control,deeltijd onderwijs,master,291,126,224,113,188,111,205,112,244,110
Noord-Holland,363,AMSTERDAM,reguliere inst.,master,21PL,Vrije Universiteit Amsterdam,economie,n.v.t. (economie),60047,M Accounting and Control,voltijd onderwijs,master,71,40,59,42,57,42,42,40,43,42
Noord-Holland,363,AMSTERDAM,reguliere inst.,master,21PL,Vrije Universiteit Amsterdam,economie,n.v.t. (economie),60048,M Marketing,voltijd onderwijs,master,74,99,81,125,74,89,59,105,82,137
Noord-Holland,363,AMSTERDAM,reguliere inst.,master,21PL,Vrije Universiteit Amsterdam,economie,n.v.t. (economie),60162,M Tinbergen Institute Master of Philosophy in Economics (research),voltijd onderwijs,master,12,4,9,5,9,5,10,6,9,5
Noord-Holland,363,AMSTERDAM,reguliere inst.,master,21PL,Vrije Universiteit Amsterdam,economie,n.v.t. (economie),60444,"M Spatial, Transport and Environmental Economics",voltijd onderwijs,master,28,12,19,11,17,5,21,15,44,42
Noord-Holland,363,AMSTERDAM,reguliere inst.,master,21PL,Vrije Universiteit Amsterdam,economie,n.v.t. (economie),60644,M Business Administration,voltijd onderwijs,master,479,355,409,291,355,315,349,363,396,433
Noord-Holland,363,AMSTERDAM,reguliere inst.,master,21PL,Vrije Universiteit Amsterdam,economie,n.v.t. (economie),65006,M Entrepreneurship (joint degree),voltijd onderwijs,master,39,7,32,17,20,4,17,4,15,7
Noord-Holland,363,AMSTERDAM,reguliere inst.,master,21PL,Vrije Universiteit Amsterdam,economie,n.v.t. (economie),66401,M Economics,voltijd onderwijs,master,25,23,22,17,25,13,26,23,35,28
Noord-Holland,363,AMSTERDAM,reguliere inst.,master,21PL,Vrije Universiteit Amsterdam,economie,n.v.t. (economie),66833,M Econometrics and Operations Research,voltijd onderwijs,master,65,32,49,24,60,20,71,40,107,65
Noord-Holland,363,AMSTERDAM,reguliere inst.,master,21PL,Vrije Universiteit Amsterdam,gedrag en maatschappij,n.v.t. (gedrag en maatschappij),60045,M Environment and Resource Management,voltijd onderwijs,master,41,40,22,46,42,53,25,62,30,56
Noord-Holland,363,AMSTERDAM,reguliere inst.,master,21PL,Vrije Universiteit Amsterdam,gedrag en maatschappij,n.v.t. (gedrag en maatschappij),60049,M Social and Cultural Anthropology,voltijd onderwijs,master,5,34,6,32,6,32,7,25,10,28
Noord-Holland,363,AMSTERDAM,reguliere inst.,master,21PL,Vrije Universiteit Amsterdam,gedrag en maatschappij,n.v.t. (gedrag en maatschappij),60050,"M Culture, Organization and Management",voltijd onderwijs,master,25,90,29,105,25,88,20,79,31,72
Noord-Holland,363,AMSTERDAM,reguliere inst.,master,21PL,Vrije Universiteit Amsterdam,gedrag en maatschappij,n.v.t. (gedrag en maatschappij),60052,"M Beleid, Communicatie en Organisatie",voltijd onderwijs,master,103,125,120,178,118,147,104,148,95,142
Noord-Holland,363,AMSTERDAM,reguliere inst.,master,21PL,Vrije Universiteit Amsterdam,gedrag en maatschappij,n.v.t. (gedrag en maatschappij),60053,M Social Psychology: Regulation of Social Behaviour (research),voltijd onderwijs,master,5,22,9,20,17,22,10,35,7,35
Noord-Holland,363,AMSTERDAM,reguliere inst.,master,21PL,Vrije Universiteit Amsterdam,gedrag en maatschappij,n.v.t. (gedrag en maatschappij),60203,M Political Science,voltijd onderwijs,master,35,31,33,27,29,24,42,31,36,50
Noord-Holland,363,AMSTERDAM,reguliere inst.,master,21PL,Vrije Universiteit Amsterdam,gedrag en maatschappij,n.v.t. (gedrag en maatschappij),60260,M Psychologie,voltijd onderwijs,master,75,460,82,469,96,461,116,483,96,424
Noord-Holland,363,AMSTERDAM,reguliere inst.,master,21PL,Vrije Universiteit Amsterdam,gedrag en maatschappij,n.v.t. (gedrag en maatschappij),60510,M Cognitive Neuropsychology (research),voltijd onderwijs,master,14,47,16,50,13,61,16,61,16,42
Noord-Holland,363,AMSTERDAM,reguliere inst.,master,21PL,Vrije Universiteit Amsterdam,gedrag en maatschappij,n.v.t. (gedrag en maatschappij),60513,M Clinical and Developmental Psychopathology (research),voltijd onderwijs,master,8,22,7,21,3,27,5,25,5,28
Noord-Holland,363,AMSTERDAM,reguliere inst.,master,21PL,Vrije Universiteit Amsterdam,gedrag en maatschappij,n.v.t. (gedrag en maatschappij),65008,M Business in Society (research) (joint degree),voltijd onderwijs,master,0,0,0,1,1,1,0,1,2,0
Noord-Holland,363,AMSTERDAM,reguliere inst.,master,21PL,Vrije Universiteit Amsterdam,gedrag en maatschappij,n.v.t. (gedrag en maatschappij),66469,M Criminologie,deeltijd onderwijs,master,2,6,4,6,2,3,6,3,4,3
Noord-Holland,363,AMSTERDAM,reguliere inst.,master,21PL,Vrije Universiteit Amsterdam,gedrag en maatschappij,n.v.t. (gedrag en maatschappij),66469,M Criminologie,voltijd onderwijs,master,43,128,61,203,53,196,45,191,53,194
Noord-Holland,363,AMSTERDAM,reguliere inst.,master,21PL,Vrije Universiteit Amsterdam,gedrag en maatschappij,n.v.t. (gedrag en maatschappij),66601,M Sociologie,voltijd onderwijs,master,13,17,10,21,15,30,17,33,15,32
Noord-Holland,363,AMSTERDAM,reguliere inst.,master,21PL,Vrije Universiteit Amsterdam,gedrag en maatschappij,n.v.t. (gedrag en maatschappij),66607,M Pedagogische Wetenschappen,deeltijd onderwijs,master,3,23,4,22,6,21,4,20,3,21
Noord-Holland,363,AMSTERDAM,reguliere inst.,master,21PL,Vrije Universiteit Amsterdam,gedrag en maatschappij,n.v.t. (gedrag en maatschappij),66607,M Pedagogische Wetenschappen,voltijd onderwijs,master,7,174,14,167,14,149,15,139,17,157
Noord-Holland,363,AMSTERDAM,reguliere inst.,master,21PL,Vrije Universiteit Amsterdam,gedrag en maatschappij,n.v.t. (gedrag en maatschappij),66615,M Communicatiewetenschap,voltijd onderwijs,master,55,134,53,171,45,146,39,144,25,144
Noord-Holland,363,AMSTERDAM,reguliere inst.,master,21PL,Vrije Universiteit Amsterdam,gedrag en maatschappij,n.v.t. (gedrag en maatschappij),66627,M Bestuurskunde,deeltijd onderwijs,master,40,32,46,34,59,35,60,26,60,36
Noord-Holland,363,AMSTERDAM,reguliere inst.,master,21PL,Vrije Universiteit Amsterdam,gedrag en maatschappij,n.v.t. (gedrag en maatschappij),66627,M Bestuurskunde,voltijd onderwijs,master,45,46,42,56,50,65,75,71,65,89
Noord-Holland,363,AMSTERDAM,reguliere inst.,master,21PL,Vrije Universiteit Amsterdam,gedrag en maatschappij,n.v.t. (gedrag en maatschappij),69324,M Genes in Behaviour and Health (research),voltijd onderwijs,master,0,0,0,0,0,0,0,0,1,10
Noord-Holland,363,AMSTERDAM,reguliere inst.,master,21PL,Vrije Universiteit Amsterdam,gezondheidszorg,n.v.t. (gezondheidszorg),60368,M Lifestyle and Chronic Disorders (research),voltijd onderwijs,master,0,2,0,0,0,0,0,0,0,0
Noord-Holland,363,AMSTERDAM,reguliere inst.,master,21PL,Vrije Universiteit Amsterdam,gezondheidszorg,n.v.t. (gezondheidszorg),60811,M Oncology,voltijd onderwijs,master,24,44,22,46,21,52,21,60,21,69
Noord-Holland,363,AMSTERDAM,reguliere inst.,master,21PL,Vrije Universiteit Amsterdam,gezondheidszorg,n.v.t. (gezondheidszorg),60812,"M Human Movement Sciences: Sport, Exercise and Health (research)",voltijd onderwijs,master,15,29,14,20,16,21,15,19,20,20
Noord-Holland,363,AMSTERDAM,reguliere inst.,master,21PL,Vrije Universiteit Amsterdam,gezondheidszorg,n.v.t. (gezondheidszorg),66551,M Geneeskunde,voltijd onderwijs,master,349,733,404,742,358,677,352,705,312,701
Noord-Holland,363,AMSTERDAM,reguliere inst.,master,21PL,Vrije Universiteit Amsterdam,gezondheidszorg,n.v.t. (gezondheidszorg),66586,M Cardiovascular Research (research),voltijd onderwijs,master,6,21,4,26,4,24,4,27,7,35
Noord-Holland,363,AMSTERDAM,reguliere inst.,master,21PL,Vrije Universiteit Amsterdam,gezondheidszorg,n.v.t. (gezondheidszorg),66588,M Tandheelkunde,voltijd onderwijs,master,76,127,77,125,73,132,80,145,83,150
Noord-Holland,363,AMSTERDAM,reguliere inst.,master,21PL,Vrije Universiteit Amsterdam,gezondheidszorg,n.v.t. (gezondheidszorg),66851,M Health Sciences,voltijd onderwijs,master,33,179,24,188,27,160,27,178,27,176
Noord-Holland,363,AMSTERDAM,reguliere inst.,master,21PL,Vrije Universiteit Amsterdam,gezondheidszorg,n.v.t. (gezondheidszorg),66903,M Global Health (research),voltijd onderwijs,master,5,35,5,40,7,29,8,44,5,51
Noord-Holland,363,AMSTERDAM,reguliere inst.,master,21PL,Vrije Universiteit Amsterdam,gezondheidszorg,n.v.t. (gezondheidszorg),66950,"M Human Movement Sciences: Sport, Exercise and Health",voltijd onderwijs,master,119,115,111,119,118,147,128,153,146,133
Noord-Holland,363,AMSTERDAM,reguliere inst.,master,21PL,Vrije Universiteit Amsterdam,gezondheidszorg,n.v.t. (gezondheidszorg),66990,M Biomedical Sciences,voltijd onderwijs,master,42,111,39,91,28,77,28,71,29,79
Noord-Holland,363,AMSTERDAM,reguliere inst.,master,21PL,Vrije Universiteit Amsterdam,gezondheidszorg,n.v.t. (gezondheidszorg),69317,M Musculoskeletal Physiotherapy Sciences,voltijd onderwijs,master,0,0,5,6,6,10,10,9,18,23
Noord-Holland,363,AMSTERDAM,reguliere inst.,master,21PL,Vrije Universiteit Amsterdam,natuur,n.v.t. (natuur),60106,M Bioinformatics,voltijd onderwijs,master,42,21,43,21,40,25,46,30,12,9
Noord-Holland,363,AMSTERDAM,reguliere inst.,master,21PL,Vrije Universiteit Amsterdam,natuur,n.v.t. (natuur),60202,M Physics,voltijd onderwijs,master,47,23,47,14,21,4,9,1,6,1
Noord-Holland,363,AMSTERDAM,reguliere inst.,master,21PL,Vrije Universiteit Amsterdam,natuur,n.v.t. (natuur),60255,M Information Sciences,voltijd onderwijs,master,51,8,66,12,49,21,52,20,45,27
Noord-Holland,363,AMSTERDAM,reguliere inst.,master,21PL,Vrije Universiteit Amsterdam,natuur,n.v.t. (natuur),60300,M Computer Science,voltijd onderwijs,master,119,22,120,18,57,11,33,5,21,5
Noord-Holland,363,AMSTERDAM,reguliere inst.,master,21PL,Vrije Universiteit Amsterdam,natuur,n.v.t. (natuur),60607,M Ecology,voltijd onderwijs,master,28,24,22,16,20,15,11,14,13,16
Noord-Holland,363,AMSTERDAM,reguliere inst.,master,21PL,Vrije Universiteit Amsterdam,natuur,n.v.t. (natuur),60616,M Biomolecular Sciences,voltijd onderwijs,master,66,64,52,56,50,56,50,61,50,65
Noord-Holland,363,AMSTERDAM,reguliere inst.,master,21PL,Vrije Universiteit Amsterdam,natuur,n.v.t. (natuur),60800,M Medical Natural Sciences,voltijd onderwijs,master,23,19,20,25,22,21,19,26,17,18
Noord-Holland,363,AMSTERDAM,reguliere inst.,master,21PL,Vrije Universiteit Amsterdam,natuur,n.v.t. (natuur),60801,M Stochastics and Financial Mathematics,voltijd onderwijs,master,11,0,11,1,8,4,9,7,8,2
Noord-Holland,363,AMSTERDAM,reguliere inst.,master,21PL,Vrije Universiteit Amsterdam,natuur,n.v.t. (natuur),60802,M Parallel and Distributed Computer Systems,voltijd onderwijs,master,22,7,14,4,18,8,19,5,21,3
Noord-Holland,363,AMSTERDAM,reguliere inst.,master,21PL,Vrije Universiteit Amsterdam,natuur,n.v.t. (natuur),60803,"M Management, Policy Analysis and Entrepreneurship in the Health and Life Sciences",voltijd onderwijs,master,83,189,79,200,72,192,73,199,76,211
Noord-Holland,363,AMSTERDAM,reguliere inst.,master,21PL,Vrije Universiteit Amsterdam,natuur,n.v.t. (natuur),60806,M Neurosciences (research),voltijd onderwijs,master,32,67,28,66,33,84,34,86,37,66
Noord-Holland,363,AMSTERDAM,reguliere inst.,master,21PL,Vrije Universiteit Amsterdam,natuur,n.v.t. (natuur),60807,M Hydrology,voltijd onderwijs,master,28,26,25,20,34,12,43,15,46,21
Noord-Holland,363,AMSTERDAM,reguliere inst.,master,21PL,Vrije Universiteit Amsterdam,natuur,n.v.t. (natuur),65000,M Geosciences of Basins and Lithosphere (research) (joint degree),voltijd onderwijs,master,0,1,0,0,0,0,0,0,0,0
Noord-Holland,363,AMSTERDAM,reguliere inst.,master,21PL,Vrije Universiteit Amsterdam,natuur,n.v.t. (natuur),65012,M Chemistry (joint degree),deeltijd onderwijs,master,0,0,0,0,0,0,2,0,1,0
Noord-Holland,363,AMSTERDAM,reguliere inst.,master,21PL,Vrije Universiteit Amsterdam,natuur,n.v.t. (natuur),65012,M Chemistry (joint degree),voltijd onderwijs,master,0,0,0,0,30,23,22,13,25,21
Noord-Holland,363,AMSTERDAM,reguliere inst.,master,21PL,Vrije Universiteit Amsterdam,natuur,n.v.t. (natuur),65014,M Computer Science (joint degree),voltijd onderwijs,master,0,0,0,0,69,6,77,6,152,25
Noord-Holland,363,AMSTERDAM,reguliere inst.,master,21PL,Vrije Universiteit Amsterdam,natuur,n.v.t. (natuur),65015,M Computational Science (joint degree),voltijd onderwijs,master,0,0,0,0,0,0,2,1,10,0
Noord-Holland,363,AMSTERDAM,reguliere inst.,master,21PL,Vrije Universiteit Amsterdam,natuur,n.v.t. (natuur),65016,M Physics and Astronomy (joint degree),voltijd onderwijs,master,0,0,0,0,16,4,20,7,21,3
Noord-Holland,363,AMSTERDAM,reguliere inst.,master,21PL,Vrije Universiteit Amsterdam,natuur,n.v.t. (natuur),65020,M Bioinformatics and Systems Biology (joint degree),voltijd onderwijs,master,0,0,0,0,0,0,0,0,61,35
Noord-Holland,363,AMSTERDAM,reguliere inst.,master,21PL,Vrije Universiteit Amsterdam,natuur,n.v.t. (natuur),66856,M Business Analytics,deeltijd onderwijs,master,4,0,3,0,0,0,0,0,0,0
