PROVINCIE,GEMEENTENUMMER,GEMEENTENAAM,SOORT INSTELLING,TYPE HOGER ONDERWIJS,BRIN NUMMER ACTUEEL,INSTELLINGSNAAM ACTUEEL,CROHO ONDERDEEL,CROHO SUBONDERDEEL,OPLEIDINGSCODE ACTUEEL,OPLEIDINGSNAAM ACTUEEL,OPLEIDINGSVORM,OPLEIDINGSFASE ACTUEEL,2014 Man,2014 Vrouw,2015 Man,2015 Vrouw,2016 Man,2016 Vrouw,2017 Man,2017 Vrouw,2018 Man,2018 Vrouw
Noord-Holland,363,AMSTERDAM,reguliere inst.,bachelor,21PL,Vrije Universiteit Amsterdam,taal en cultuur,n.v.t. (taal en cultuur),55822,"B Media, Kunst, Design en Architectuur",voltijd onderwijs,bachelor,23,86,20,97,21,119,27,105,28,117
Noord-Holland,363,AMSTERDAM,reguliere inst.,bachelor,21PL,Vrije Universiteit Amsterdam,taal en cultuur,n.v.t. (taal en cultuur),55823,B Literatuur en Samenleving,voltijd onderwijs,bachelor,5,25,7,31,20,67,25,79,25,108
Noord-Holland,363,AMSTERDAM,reguliere inst.,bachelor,21PL,Vrije Universiteit Amsterdam,taal en cultuur,n.v.t. (taal en cultuur),56003,B Griekse en Latijnse Taal en Cultuur,deeltijd onderwijs,bachelor,1,0,0,0,0,0,0,0,0,0
Noord-Holland,363,AMSTERDAM,reguliere inst.,bachelor,21PL,Vrije Universiteit Amsterdam,taal en cultuur,n.v.t. (taal en cultuur),56003,B Griekse en Latijnse Taal en Cultuur,voltijd onderwijs,bachelor,5,8,4,8,5,9,3,15,2,6
Noord-Holland,363,AMSTERDAM,reguliere inst.,bachelor,21PL,Vrije Universiteit Amsterdam,taal en cultuur,n.v.t. (taal en cultuur),56034,B Geschiedenis,deeltijd onderwijs,bachelor,3,0,2,0,0,0,0,0,0,0
Noord-Holland,363,AMSTERDAM,reguliere inst.,bachelor,21PL,Vrije Universiteit Amsterdam,taal en cultuur,n.v.t. (taal en cultuur),56034,B Geschiedenis,voltijd onderwijs,bachelor,87,47,62,36,59,37,44,31,67,45
Noord-Holland,363,AMSTERDAM,reguliere inst.,bachelor,21PL,Vrije Universiteit Amsterdam,taal en cultuur,n.v.t. (taal en cultuur),56081,B Filosofie,deeltijd onderwijs,bachelor,8,17,15,11,12,10,5,6,7,7
Noord-Holland,363,AMSTERDAM,reguliere inst.,bachelor,21PL,Vrije Universiteit Amsterdam,taal en cultuur,n.v.t. (taal en cultuur),56081,B Filosofie,voltijd onderwijs,bachelor,44,18,45,21,44,15,32,14,33,15
Noord-Holland,363,AMSTERDAM,reguliere inst.,bachelor,21PL,Vrije Universiteit Amsterdam,taal en cultuur,n.v.t. (taal en cultuur),56109,B Theologie,deeltijd onderwijs,bachelor,1,0,0,0,0,0,0,0,0,0
Noord-Holland,363,AMSTERDAM,reguliere inst.,bachelor,21PL,Vrije Universiteit Amsterdam,taal en cultuur,n.v.t. (taal en cultuur),56109,B Theologie,voltijd onderwijs,bachelor,6,0,0,0,0,0,0,0,0,0
Noord-Holland,363,AMSTERDAM,reguliere inst.,bachelor,21PL,Vrije Universiteit Amsterdam,taal en cultuur,n.v.t. (taal en cultuur),56703,B Archeologie,deeltijd onderwijs,bachelor,3,0,2,0,0,0,0,0,0,0
Noord-Holland,363,AMSTERDAM,reguliere inst.,bachelor,21PL,Vrije Universiteit Amsterdam,taal en cultuur,n.v.t. (taal en cultuur),56703,B Archeologie,voltijd onderwijs,bachelor,15,16,9,15,13,8,9,8,9,6
Noord-Holland,363,AMSTERDAM,reguliere inst.,bachelor,21PL,Vrije Universiteit Amsterdam,taal en cultuur,n.v.t. (taal en cultuur),56704,B Oudheidwetenschappen,deeltijd onderwijs,bachelor,1,0,0,0,0,0,0,0,0,0
Noord-Holland,363,AMSTERDAM,reguliere inst.,bachelor,21PL,Vrije Universiteit Amsterdam,taal en cultuur,n.v.t. (taal en cultuur),56704,B Oudheidwetenschappen,voltijd onderwijs,bachelor,14,22,9,17,11,11,13,10,13,9
Noord-Holland,363,AMSTERDAM,reguliere inst.,bachelor,21PL,Vrije Universiteit Amsterdam,taal en cultuur,n.v.t. (taal en cultuur),56802,B Literatuurwetenschap,deeltijd onderwijs,bachelor,0,1,0,0,0,0,0,0,0,0
Noord-Holland,363,AMSTERDAM,reguliere inst.,bachelor,21PL,Vrije Universiteit Amsterdam,taal en cultuur,n.v.t. (taal en cultuur),56802,B Literatuurwetenschap,voltijd onderwijs,bachelor,2,7,2,3,0,0,0,0,0,0
Noord-Holland,363,AMSTERDAM,reguliere inst.,bachelor,21PL,Vrije Universiteit Amsterdam,taal en cultuur,n.v.t. (taal en cultuur),56803,B Taalwetenschap,deeltijd onderwijs,bachelor,0,1,0,0,0,0,0,0,0,0
Noord-Holland,363,AMSTERDAM,reguliere inst.,bachelor,21PL,Vrije Universiteit Amsterdam,taal en cultuur,n.v.t. (taal en cultuur),56803,B Taalwetenschap,voltijd onderwijs,bachelor,1,27,1,11,0,0,0,0,0,0
Noord-Holland,363,AMSTERDAM,reguliere inst.,bachelor,21PL,Vrije Universiteit Amsterdam,taal en cultuur,n.v.t. (taal en cultuur),56804,B Nederlandse Taal en Cultuur,voltijd onderwijs,bachelor,3,11,0,5,0,0,0,0,0,0
Noord-Holland,363,AMSTERDAM,reguliere inst.,bachelor,21PL,Vrije Universiteit Amsterdam,taal en cultuur,n.v.t. (taal en cultuur),56806,B Engelse Taal en Cultuur,voltijd onderwijs,bachelor,15,37,6,18,0,0,0,0,0,0
Noord-Holland,363,AMSTERDAM,reguliere inst.,bachelor,21PL,Vrije Universiteit Amsterdam,taal en cultuur,n.v.t. (taal en cultuur),56808,B Franse Taal en Cultuur,voltijd onderwijs,bachelor,0,1,0,0,0,0,0,0,0,0
Noord-Holland,363,AMSTERDAM,reguliere inst.,bachelor,21PL,Vrije Universiteit Amsterdam,taal en cultuur,n.v.t. (taal en cultuur),56823,B Algemene Cultuurwetenschappen,voltijd onderwijs,bachelor,4,27,0,15,0,0,0,0,0,0
Noord-Holland,363,AMSTERDAM,reguliere inst.,bachelor,21PL,Vrije Universiteit Amsterdam,taal en cultuur,n.v.t. (taal en cultuur),56824,B Kunstgeschiedenis,deeltijd onderwijs,bachelor,1,1,1,2,0,0,0,0,0,0
Noord-Holland,363,AMSTERDAM,reguliere inst.,bachelor,21PL,Vrije Universiteit Amsterdam,taal en cultuur,n.v.t. (taal en cultuur),56824,B Kunstgeschiedenis,voltijd onderwijs,bachelor,3,19,1,6,0,0,0,0,0,0
Noord-Holland,363,AMSTERDAM,reguliere inst.,bachelor,21PL,Vrije Universiteit Amsterdam,taal en cultuur,n.v.t. (taal en cultuur),56826,B Communicatie- en Informatiewetenschappen,deeltijd onderwijs,bachelor,4,0,4,0,0,0,0,0,0,0
Noord-Holland,363,AMSTERDAM,reguliere inst.,bachelor,21PL,Vrije Universiteit Amsterdam,taal en cultuur,n.v.t. (taal en cultuur),56826,B Communicatie- en Informatiewetenschappen,voltijd onderwijs,bachelor,47,130,47,136,52,111,45,125,51,152
Noord-Holland,363,AMSTERDAM,reguliere inst.,master,21PK,Universiteit van Amsterdam,economie,n.v.t. (economie),60046,M Finance,voltijd onderwijs,master,0,0,0,0,128,60,174,91,216,86
Noord-Holland,363,AMSTERDAM,reguliere inst.,master,21PK,Universiteit van Amsterdam,economie,n.v.t. (economie),60162,M Tinbergen Institute Master of Philosophy in Economics (research),voltijd onderwijs,master,19,7,19,8,21,7,22,10,19,16
Noord-Holland,363,AMSTERDAM,reguliere inst.,master,21PK,Universiteit van Amsterdam,economie,n.v.t. (economie),60177,M Econometrics,voltijd onderwijs,master,75,38,74,43,76,45,81,31,93,24
Noord-Holland,363,AMSTERDAM,reguliere inst.,master,21PK,Universiteit van Amsterdam,economie,n.v.t. (economie),60644,M Business Administration,voltijd onderwijs,master,278,397,310,373,339,443,298,418,271,404
Noord-Holland,363,AMSTERDAM,reguliere inst.,master,21PK,Universiteit van Amsterdam,economie,n.v.t. (economie),60900,M Accountancy and Control,deeltijd onderwijs,master,99,37,94,43,114,35,115,40,137,48
Noord-Holland,363,AMSTERDAM,reguliere inst.,master,21PK,Universiteit van Amsterdam,economie,n.v.t. (economie),60900,M Accountancy and Control,voltijd onderwijs,master,115,93,122,76,100,72,93,71,86,70
Noord-Holland,363,AMSTERDAM,reguliere inst.,master,21PK,Universiteit van Amsterdam,economie,n.v.t. (economie),60901,M Business Economics,voltijd onderwijs,master,190,101,179,90,64,43,38,28,34,31
Noord-Holland,363,AMSTERDAM,reguliere inst.,master,21PK,Universiteit van Amsterdam,economie,n.v.t. (economie),60904,M Operations Research,voltijd onderwijs,master,1,0,0,0,0,0,0,0,0,0
Noord-Holland,363,AMSTERDAM,reguliere inst.,master,21PK,Universiteit van Amsterdam,economie,n.v.t. (economie),65006,M Entrepreneurship (joint degree),voltijd onderwijs,master,43,19,44,12,47,31,36,22,44,27
Noord-Holland,363,AMSTERDAM,reguliere inst.,master,21PK,Universiteit van Amsterdam,economie,n.v.t. (economie),66401,M Economics,voltijd onderwijs,master,129,79,124,94,133,104,137,99,117,68
Noord-Holland,363,AMSTERDAM,reguliere inst.,master,21PK,Universiteit van Amsterdam,economie,n.v.t. (economie),66402,M Fiscale Economie,deeltijd onderwijs,master,11,10,11,15,15,15,14,8,7,4
Noord-Holland,363,AMSTERDAM,reguliere inst.,master,21PK,Universiteit van Amsterdam,economie,n.v.t. (economie),66402,M Fiscale Economie,voltijd onderwijs,master,74,46,67,40,58,33,64,36,66,35
Noord-Holland,363,AMSTERDAM,reguliere inst.,master,21PK,Universiteit van Amsterdam,economie,n.v.t. (economie),66411,M Actuarial Science and Mathematical Finance,voltijd onderwijs,master,37,18,33,26,33,20,32,16,18,14
Noord-Holland,363,AMSTERDAM,reguliere inst.,master,21PK,Universiteit van Amsterdam,gedrag en maatschappij,n.v.t. (gedrag en maatschappij),60099,M Onderwijswetenschappen,deeltijd onderwijs,master,0,0,0,0,0,0,0,0,3,11
Noord-Holland,363,AMSTERDAM,reguliere inst.,master,21PK,Universiteit van Amsterdam,gedrag en maatschappij,n.v.t. (gedrag en maatschappij),60099,M Onderwijswetenschappen,voltijd onderwijs,master,0,0,0,0,0,0,0,0,9,53
Noord-Holland,363,AMSTERDAM,reguliere inst.,master,21PK,Universiteit van Amsterdam,gedrag en maatschappij,n.v.t. (gedrag en maatschappij),60163,M Communication Science (research),voltijd onderwijs,master,12,45,12,35,5,28,6,45,12,50
Noord-Holland,363,AMSTERDAM,reguliere inst.,master,21PK,Universiteit van Amsterdam,gedrag en maatschappij,n.v.t. (gedrag en maatschappij),60198,M Medische Antropologie en Sociologie,voltijd onderwijs,master,3,21,5,30,5,25,3,17,5,30
Noord-Holland,363,AMSTERDAM,reguliere inst.,master,21PK,Universiteit van Amsterdam,gedrag en maatschappij,n.v.t. (gedrag en maatschappij),60211,M Contemporary Asian Studies,voltijd onderwijs,master,9,12,9,14,2,8,4,7,1,3
Noord-Holland,363,AMSTERDAM,reguliere inst.,master,21PK,Universiteit van Amsterdam,gedrag en maatschappij,n.v.t. (gedrag en maatschappij),60212,M Child Development and Education (research),voltijd onderwijs,master,5,37,4,40,5,38,5,32,7,28
Noord-Holland,363,AMSTERDAM,reguliere inst.,master,21PK,Universiteit van Amsterdam,gedrag en maatschappij,n.v.t. (gedrag en maatschappij),60214,M Social Sciences (research),voltijd onderwijs,master,25,55,28,48,33,43,25,56,27,52
Noord-Holland,363,AMSTERDAM,reguliere inst.,master,21PK,Universiteit van Amsterdam,gedrag en maatschappij,n.v.t. (gedrag en maatschappij),60216,M Gezondheidszorgpsychologie,voltijd onderwijs,master,53,276,43,283,47,259,44,242,46,227
Noord-Holland,363,AMSTERDAM,reguliere inst.,master,21PK,Universiteit van Amsterdam,gedrag en maatschappij,n.v.t. (gedrag en maatschappij),60217,M Urban Studies (research),voltijd onderwijs,master,14,21,11,27,19,23,21,22,16,25
Noord-Holland,363,AMSTERDAM,reguliere inst.,master,21PK,Universiteit van Amsterdam,gedrag en maatschappij,n.v.t. (gedrag en maatschappij),60218,M International Development Studies (research),voltijd onderwijs,master,12,32,13,38,12,35,11,37,11,37
Noord-Holland,363,AMSTERDAM,reguliere inst.,master,21PK,Universiteit van Amsterdam,gedrag en maatschappij,n.v.t. (gedrag en maatschappij),60329,M International Development Studies,voltijd onderwijs,master,17,44,19,52,11,44,28,63,18,60
Noord-Holland,363,AMSTERDAM,reguliere inst.,master,21PK,Universiteit van Amsterdam,gedrag en maatschappij,n.v.t. (gedrag en maatschappij),60383,M Psychology (research),voltijd onderwijs,master,32,71,29,71,29,83,21,88,24,88
Noord-Holland,363,AMSTERDAM,reguliere inst.,master,21PK,Universiteit van Amsterdam,gedrag en maatschappij,n.v.t. (gedrag en maatschappij),65008,M Business in Society (research) (joint degree),voltijd onderwijs,master,0,0,2,4,2,9,5,10,3,9
Noord-Holland,363,AMSTERDAM,reguliere inst.,master,21PK,Universiteit van Amsterdam,gedrag en maatschappij,n.v.t. (gedrag en maatschappij),66601,M Sociologie,voltijd onderwijs,master,69,117,60,122,64,125,48,100,32,112
Noord-Holland,363,AMSTERDAM,reguliere inst.,master,21PK,Universiteit van Amsterdam,gedrag en maatschappij,n.v.t. (gedrag en maatschappij),66604,M Psychology,voltijd onderwijs,master,100,188,101,176,104,170,92,208,115,236
Noord-Holland,363,AMSTERDAM,reguliere inst.,master,21PK,Universiteit van Amsterdam,gedrag en maatschappij,n.v.t. (gedrag en maatschappij),66606,M Politicologie,voltijd onderwijs,master,140,127,162,108,147,137,131,122,154,118
Noord-Holland,363,AMSTERDAM,reguliere inst.,master,21PK,Universiteit van Amsterdam,gedrag en maatschappij,n.v.t. (gedrag en maatschappij),66607,M Pedagogische Wetenschappen,deeltijd onderwijs,master,4,40,3,40,3,51,4,52,4,40
Noord-Holland,363,AMSTERDAM,reguliere inst.,master,21PK,Universiteit van Amsterdam,gedrag en maatschappij,n.v.t. (gedrag en maatschappij),66607,M Pedagogische Wetenschappen,voltijd onderwijs,master,18,368,12,343,14,345,16,366,13,359
Noord-Holland,363,AMSTERDAM,reguliere inst.,master,21PK,Universiteit van Amsterdam,gedrag en maatschappij,n.v.t. (gedrag en maatschappij),66613,M Onderwijskunde,deeltijd onderwijs,master,2,7,4,10,4,13,5,14,0,0
Noord-Holland,363,AMSTERDAM,reguliere inst.,master,21PK,Universiteit van Amsterdam,gedrag en maatschappij,n.v.t. (gedrag en maatschappij),66613,M Onderwijskunde,voltijd onderwijs,master,12,38,11,45,15,61,7,50,0,0
Noord-Holland,363,AMSTERDAM,reguliere inst.,master,21PK,Universiteit van Amsterdam,gedrag en maatschappij,n.v.t. (gedrag en maatschappij),66614,M Culturele Antropologie en Sociologie der Niet-Westerse Samenlevingen,voltijd onderwijs,master,11,45,20,45,16,40,19,35,15,48
Noord-Holland,363,AMSTERDAM,reguliere inst.,master,21PK,Universiteit van Amsterdam,gedrag en maatschappij,n.v.t. (gedrag en maatschappij),66615,M Communicatiewetenschap,voltijd onderwijs,master,105,297,96,272,76,246,71,246,68,248
Noord-Holland,363,AMSTERDAM,reguliere inst.,master,21PK,Universiteit van Amsterdam,gedrag en maatschappij,n.v.t. (gedrag en maatschappij),66620,M Sociale Geografie,voltijd onderwijs,master,13,13,30,24,38,25,27,26,26,33
Noord-Holland,363,AMSTERDAM,reguliere inst.,master,21PK,Universiteit van Amsterdam,gedrag en maatschappij,n.v.t. (gedrag en maatschappij),66622,M Planologie,voltijd onderwijs,master,30,22,36,18,33,28,21,30,28,15
Noord-Holland,363,AMSTERDAM,reguliere inst.,master,21PK,Universiteit van Amsterdam,gedrag en maatschappij,n.v.t. (gedrag en maatschappij),69314,M Conflict Resolution and Governance,voltijd onderwijs,master,12,18,10,26,7,31,2,31,11,28
Noord-Holland,363,AMSTERDAM,reguliere inst.,master,21PK,Universiteit van Amsterdam,gezondheidszorg,n.v.t. (gezondheidszorg),66551,M Geneeskunde,voltijd onderwijs,master,156,378,286,622,332,657,379,696,373,675
Noord-Holland,363,AMSTERDAM,reguliere inst.,master,21PK,Universiteit van Amsterdam,gezondheidszorg,n.v.t. (gezondheidszorg),66573,M Medical Informatics,voltijd onderwijs,master,23,14,22,20,25,23,35,29,31,32
Noord-Holland,363,AMSTERDAM,reguliere inst.,master,21PK,Universiteit van Amsterdam,gezondheidszorg,n.v.t. (gezondheidszorg),66588,M Tandheelkunde,voltijd onderwijs,master,82,137,83,134,78,134,79,143,72,160
Noord-Holland,363,AMSTERDAM,reguliere inst.,master,21PK,Universiteit van Amsterdam,gezondheidszorg,n.v.t. (gezondheidszorg),66990,M Biomedical Sciences,voltijd onderwijs,master,121,230,136,252,139,289,117,291,121,294
Noord-Holland,363,AMSTERDAM,reguliere inst.,master,21PK,Universiteit van Amsterdam,natuur,n.v.t. (natuur),60202,M Physics,voltijd onderwijs,master,132,37,148,35,66,17,35,10,11,5
Noord-Holland,363,AMSTERDAM,reguliere inst.,master,21PK,Universiteit van Amsterdam,natuur,n.v.t. (natuur),60225,M Life Sciences,voltijd onderwijs,master,13,10,19,8,20,14,17,21,4,4
Noord-Holland,363,AMSTERDAM,reguliere inst.,master,21PK,Universiteit van Amsterdam,natuur,n.v.t. (natuur),60226,M Logic,voltijd onderwijs,master,70,31,53,30,65,37,72,26,73,16
Noord-Holland,363,AMSTERDAM,reguliere inst.,master,21PK,Universiteit van Amsterdam,natuur,n.v.t. (natuur),60227,M Security and Network Engineering,deeltijd onderwijs,master,11,0,11,0,10,0,10,0,17,2
Noord-Holland,363,AMSTERDAM,reguliere inst.,master,21PK,Universiteit van Amsterdam,natuur,n.v.t. (natuur),60227,M Security and Network Engineering,voltijd onderwijs,master,28,3,31,2,25,2,33,0,23,0
Noord-Holland,363,AMSTERDAM,reguliere inst.,master,21PK,Universiteit van Amsterdam,natuur,n.v.t. (natuur),60228,M Software Engineering,deeltijd onderwijs,master,38,3,35,4,33,5,38,4,32,5
Noord-Holland,363,AMSTERDAM,reguliere inst.,master,21PK,Universiteit van Amsterdam,natuur,n.v.t. (natuur),60228,M Software Engineering,voltijd onderwijs,master,40,4,38,3,41,2,49,3,46,5
Noord-Holland,363,AMSTERDAM,reguliere inst.,master,21PK,Universiteit van Amsterdam,natuur,n.v.t. (natuur),60229,M Information Studies,deeltijd onderwijs,master,33,15,36,16,35,22,36,16,46,13
Noord-Holland,363,AMSTERDAM,reguliere inst.,master,21PK,Universiteit van Amsterdam,natuur,n.v.t. (natuur),60229,M Information Studies,voltijd onderwijs,master,90,40,110,42,119,59,139,69,150,65
Noord-Holland,363,AMSTERDAM,reguliere inst.,master,21PK,Universiteit van Amsterdam,natuur,n.v.t. (natuur),60230,M Astronomy and Astrophysics,voltijd onderwijs,master,24,7,29,10,21,7,14,0,10,0
Noord-Holland,363,AMSTERDAM,reguliere inst.,master,21PK,Universiteit van Amsterdam,natuur,n.v.t. (natuur),60232,M Mathematical Physics,voltijd onderwijs,master,16,0,14,1,12,2,8,1,8,0
Noord-Holland,363,AMSTERDAM,reguliere inst.,master,21PK,Universiteit van Amsterdam,natuur,n.v.t. (natuur),60299,M Computational Science,voltijd onderwijs,master,38,7,57,18,31,6,14,2,6,1
Noord-Holland,363,AMSTERDAM,reguliere inst.,master,21PK,Universiteit van Amsterdam,natuur,n.v.t. (natuur),60323,M Brain and Cognitive Sciences (research),voltijd onderwijs,master,46,92,46,84,50,86,47,87,40,98
Noord-Holland,363,AMSTERDAM,reguliere inst.,master,21PK,Universiteit van Amsterdam,natuur,n.v.t. (natuur),60335,M Conservering en Restauratie van Cultureel Erfgoed,voltijd onderwijs,master,4,23,7,39,5,38,8,37,6,42
Noord-Holland,363,AMSTERDAM,reguliere inst.,master,21PK,Universiteit van Amsterdam,natuur,n.v.t. (natuur),60338,M Forensic Science,voltijd onderwijs,master,19,46,20,61,12,65,14,64,14,60
Noord-Holland,363,AMSTERDAM,reguliere inst.,master,21PK,Universiteit van Amsterdam,natuur,n.v.t. (natuur),60707,M Biological Sciences,voltijd onderwijs,master,84,85,76,79,74,82,73,85,86,97
Noord-Holland,363,AMSTERDAM,reguliere inst.,master,21PK,Universiteit van Amsterdam,natuur,n.v.t. (natuur),60801,M Stochastics and Financial Mathematics,voltijd onderwijs,master,19,3,23,5,29,6,30,7,22,7
Noord-Holland,363,AMSTERDAM,reguliere inst.,master,21PK,Universiteit van Amsterdam,natuur,n.v.t. (natuur),65012,M Chemistry (joint degree),deeltijd onderwijs,master,0,0,0,0,4,0,4,0,6,2
Noord-Holland,363,AMSTERDAM,reguliere inst.,master,21PK,Universiteit van Amsterdam,natuur,n.v.t. (natuur),65012,M Chemistry (joint degree),voltijd onderwijs,master,0,0,0,0,59,35,97,81,126,94
Noord-Holland,363,AMSTERDAM,reguliere inst.,master,21PK,Universiteit van Amsterdam,natuur,n.v.t. (natuur),65014,M Computer Science (joint degree),voltijd onderwijs,master,0,0,0,0,11,0,39,4,28,6
Noord-Holland,363,AMSTERDAM,reguliere inst.,master,21PK,Universiteit van Amsterdam,natuur,n.v.t. (natuur),65015,M Computational Science (joint degree),voltijd onderwijs,master,0,0,0,0,43,9,73,18,95,27
Noord-Holland,363,AMSTERDAM,reguliere inst.,master,21PK,Universiteit van Amsterdam,natuur,n.v.t. (natuur),65016,M Physics and Astronomy (joint degree),voltijd onderwijs,master,0,0,0,0,106,32,160,53,188,65
Noord-Holland,363,AMSTERDAM,reguliere inst.,master,21PK,Universiteit van Amsterdam,natuur,n.v.t. (natuur),65020,M Bioinformatics and Systems Biology (joint degree),voltijd onderwijs,master,0,0,0,0,0,0,0,0,22,11
Noord-Holland,363,AMSTERDAM,reguliere inst.,master,21PK,Universiteit van Amsterdam,natuur,n.v.t. (natuur),66857,M Chemistry,deeltijd onderwijs,master,18,3,20,4,13,3,10,2,5,2
Noord-Holland,363,AMSTERDAM,reguliere inst.,master,21PK,Universiteit van Amsterdam,natuur,n.v.t. (natuur),66857,M Chemistry,voltijd onderwijs,master,64,38,68,43,41,28,21,17,10,8
Noord-Holland,363,AMSTERDAM,reguliere inst.,master,21PK,Universiteit van Amsterdam,natuur,n.v.t. (natuur),66980,M Mathematics,voltijd onderwijs,master,24,11,25,13,29,7,44,11,55,12
Noord-Holland,363,AMSTERDAM,reguliere inst.,master,21PK,Universiteit van Amsterdam,natuur,n.v.t. (natuur),66981,M Artificial Intelligence,voltijd onderwijs,master,96,20,108,26,153,35,225,54,321,76
Noord-Holland,363,AMSTERDAM,reguliere inst.,master,21PK,Universiteit van Amsterdam,natuur,n.v.t. (natuur),66986,M Earth Sciences,voltijd onderwijs,master,29,16,41,22,46,30,49,48,45,50
Noord-Holland,363,AMSTERDAM,reguliere inst.,master,21PK,Universiteit van Amsterdam,recht,n.v.t. (recht),60219,M Privaatrecht,deeltijd onderwijs,master,19,25,9,18,11,15,11,8,13,6
Noord-Holland,363,AMSTERDAM,reguliere inst.,master,21PK,Universiteit van Amsterdam,recht,n.v.t. (recht),60219,M Privaatrecht,voltijd onderwijs,master,146,270,146,226,153,223,134,201,125,211
Noord-Holland,363,AMSTERDAM,reguliere inst.,master,21PK,Universiteit van Amsterdam,recht,n.v.t. (recht),60220,M Publiekrecht,deeltijd onderwijs,master,17,21,11,16,11,15,7,16,5,20
Noord-Holland,363,AMSTERDAM,reguliere inst.,master,21PK,Universiteit van Amsterdam,recht,n.v.t. (recht),60220,M Publiekrecht,voltijd onderwijs,master,69,169,56,153,57,148,51,160,52,141
Noord-Holland,363,AMSTERDAM,reguliere inst.,master,21PK,Universiteit van Amsterdam,recht,n.v.t. (recht),60222,M Arbeidsrecht,deeltijd onderwijs,master,5,15,2,9,2,10,6,7,4,6
Noord-Holland,363,AMSTERDAM,reguliere inst.,master,21PK,Universiteit van Amsterdam,recht,n.v.t. (recht),60222,M Arbeidsrecht,voltijd onderwijs,master,24,73,27,78,23,66,23,51,25,54
Noord-Holland,363,AMSTERDAM,reguliere inst.,master,21PK,Universiteit van Amsterdam,recht,n.v.t. (recht),60223,M Informatierecht,deeltijd onderwijs,master,1,3,3,1,1,1,0,2,0,1
Noord-Holland,363,AMSTERDAM,reguliere inst.,master,21PK,Universiteit van Amsterdam,recht,n.v.t. (recht),60223,M Informatierecht,voltijd onderwijs,master,35,41,36,40,22,44,27,52,29,54
Noord-Holland,363,AMSTERDAM,reguliere inst.,master,21PK,Universiteit van Amsterdam,recht,n.v.t. (recht),60224,M International and European Law,deeltijd onderwijs,master,7,7,3,4,2,2,2,4,3,5
Noord-Holland,363,AMSTERDAM,reguliere inst.,master,21PK,Universiteit van Amsterdam,recht,n.v.t. (recht),60224,M International and European Law,voltijd onderwijs,master,91,151,79,176,96,177,107,173,89,202
Noord-Holland,363,AMSTERDAM,reguliere inst.,master,21PK,Universiteit van Amsterdam,recht,n.v.t. (recht),60366,M Information Law (research),voltijd onderwijs,master,3,4,2,8,4,5,4,7,5,5
Noord-Holland,363,AMSTERDAM,reguliere inst.,master,21PK,Universiteit van Amsterdam,recht,n.v.t. (recht),60369,M Public International Law (research),voltijd onderwijs,master,3,10,1,10,0,11,1,10,0,8
Noord-Holland,363,AMSTERDAM,reguliere inst.,master,21PK,Universiteit van Amsterdam,recht,n.v.t. (recht),60412,M European Private Law,deeltijd onderwijs,master,1,1,0,3,0,1,0,1,0,0
Noord-Holland,363,AMSTERDAM,reguliere inst.,master,21PK,Universiteit van Amsterdam,recht,n.v.t. (recht),60412,M European Private Law,voltijd onderwijs,master,7,16,7,12,10,9,7,18,11,17
Noord-Holland,363,AMSTERDAM,reguliere inst.,master,21PK,Universiteit van Amsterdam,recht,n.v.t. (recht),66456,M International Criminal Law,voltijd onderwijs,master,2,8,1,15,3,10,4,10,5,22
Noord-Holland,363,AMSTERDAM,reguliere inst.,master,21PK,Universiteit van Amsterdam,recht,n.v.t. (recht),66827,M Fiscaal Recht,deeltijd onderwijs,master,21,15,20,10,13,11,19,10,15,9
Noord-Holland,363,AMSTERDAM,reguliere inst.,master,21PK,Universiteit van Amsterdam,recht,n.v.t. (recht),66827,M Fiscaal Recht,voltijd onderwijs,master,78,58,82,61,82,78,91,84,81,62
Noord-Holland,363,AMSTERDAM,reguliere inst.,master,21PK,Universiteit van Amsterdam,recht,n.v.t. (recht),66828,M Notarieel Recht,deeltijd onderwijs,master,0,1,0,2,0,1,0,1,0,0
Noord-Holland,363,AMSTERDAM,reguliere inst.,master,21PK,Universiteit van Amsterdam,recht,n.v.t. (recht),66828,M Notarieel Recht,voltijd onderwijs,master,6,13,4,16,3,12,1,5,0,0
Noord-Holland,363,AMSTERDAM,reguliere inst.,master,21PK,Universiteit van Amsterdam,recht,n.v.t. (recht),69331,M Law & Finance,voltijd onderwijs,master,0,0,0,0,0,0,0,0,16,11
Noord-Holland,363,AMSTERDAM,reguliere inst.,master,21PK,Universiteit van Amsterdam,taal en cultuur,n.v.t. (taal en cultuur),60087,M Kunst- & cultuurwetenschappen,deeltijd onderwijs,master,12,28,8,25,7,18,8,22,9,20
Noord-Holland,363,AMSTERDAM,reguliere inst.,master,21PK,Universiteit van Amsterdam,taal en cultuur,n.v.t. (taal en cultuur),60087,M Kunst- & cultuurwetenschappen,voltijd onderwijs,master,48,170,48,148,45,122,54,138,47,121
Noord-Holland,363,AMSTERDAM,reguliere inst.,master,21PK,Universiteit van Amsterdam,taal en cultuur,n.v.t. (taal en cultuur),60128,M Filosofie (research),voltijd onderwijs,master,27,7,24,7,24,7,26,13,29,15
Noord-Holland,363,AMSTERDAM,reguliere inst.,master,21PK,Universiteit van Amsterdam,taal en cultuur,n.v.t. (taal en cultuur),60133,M Archeologie (research),voltijd onderwijs,master,7,14,6,12,7,9,7,7,7,10
